"student_id","age","gender","residency","socioeconomic_status","parental_education","family_income","distance_to_university","study_hours_weekly","attendance_rate","library_usage","extracurricular_activities","internet_access","device_ownership","previous_grade","math_score","science_score","english_score","study_group_participation","scholarship_status","campus_housing","part_time_job","commute_time","sleep_hours","stress_level","course_load","faculty","year_of_study","mobile_money_usage","health_status","academic_performance","study_hours_binned","income_binned","total_score"
804,22,"Female","Urban","Middle","Primary",NA,67.4,11.7,0.964934343006462,6.3,"Both","Yes","Smartphone",83.9,33.3,85.7,51.5,"No","None","Off-Campus","No",53.8,9.5,"Low",14.9,"Education","2nd",2865.17,"Fair","Good","Moderate",NA,56.8333333333333
805,23,"Female","Urban","Middle","Primary",28175.96,96,12.4,0.590125249000266,4.3,"Both","Yes","None",77.2,69.3,74.9,72.5,"No","None","Off-Campus","No",1.1,4.9,"High",12.9,"Sciences","4th",2035.86,"Fair","Good","Moderate","Medium-High",72.2333333333333
806,18,"Female","Urban","Middle","Primary",42868.34,16.8,17.3,0.595106961904094,7.5,"Sports","Yes","Smartphone",42.7,86.4,49.3,63.1,"Yes","None","Off-Campus","No",28,10.1,"Low",14.8,"Education","1st",4176.38,"Excellent","Excellent","Moderate","High",66.2666666666667
807,19,"Male","Urban","Middle","Secondary",26418.23,26.6,15.1,0.924078042036854,10.5,"Sports","No","Laptop",86.7,62.8,59.1,52.5,"Yes","None","Off-Campus","No",35,4.8,"Moderate",16,"Education","2nd",4249.59,"Excellent","Average","Moderate","Medium-High",58.1333333333333
808,19,"Male","Urban","Middle","Secondary",8815.74,47.4,21.3,0.95065169245936,5.8,"Both","Yes","None",53.8,56.5,66.4,81,"No","None","On-Campus","No",37.9,6.3,"Moderate",21.3,"Business","1st",3007.92,"Fair","Excellent","High","Low",67.9666666666667
809,23,"Female","Urban","Middle","Primary",NA,90.3,13.2,0.523819003370591,3,"None","Yes","Smartphone",99.8,52.3,68.5,20.7,"No","None","Off-Campus","No",42.3,9.6,"Moderate",14.9,"Arts","4th",6316.36,"Excellent","Poor","Moderate",NA,47.1666666666667
810,27,"Female","Urban","High","Primary",26125.07,57.2,20.8,0.671393353492022,4.6,"Sports","Yes","Laptop",94.7,67.6,51.4,63.1,"No","Full","On-Campus","No",36.1,8,"High",18.6,"Engineering","2nd",5717.62,"Excellent","Average","High","Medium-High",60.7
811,29,"Male","Rural","Low","Tertiary",-2834.44,78.6,14,0.99548544420395,3,"None","Yes","Laptop",46.1,42.8,81.3,102.8,"No","None","On-Campus","No",15.4,8.2,"Moderate",14.9,"Sciences","1st",2458.71,"Good","Excellent","Moderate","Low",75.6333333333333
812,20,"Female","Urban","Middle","Primary",NA,87.5,8.7,0.745881396112964,5.7,"Sports","Yes","Smartphone",58.3,62.6,32.6,70.4,"Yes","Partial","Off-Campus","No",27.6,8.9,"Low",16.4,"Engineering","4th",-569.19,"Excellent","Average","Low",NA,55.2
813,27,"Female","Rural","Middle","Tertiary",39435.96,22.8,15.8,NA,5.9,"Sports","Yes","None",48.2,57.7,44,62,"No","None","On-Campus","Yes",7.6,5.7,"Low",18.7,"Arts","1st",2445.36,"Good",NA,"Moderate","High",54.5666666666667
814,18,"Female","Urban","High","None",25215.44,70.9,15.5,0.781363331363536,-1.1,"Clubs","Yes","None",75.2,63.1,61.8,42.6,"Yes","None","Off-Campus","No",27.7,8.5,"High",20.2,"Sciences","2nd",4474.91,"Excellent","Average","Moderate","Medium-Low",55.8333333333333
815,28,"Female","Urban","Middle","None",20316.56,35.7,22.6,0.848166013951413,7.5,"Clubs","Yes","Laptop",97.1,56.6,90.7,55.2,"Yes","None","Off-Campus","No",28.5,6.5,"Moderate",15.1,"Sciences","3rd",2927.33,"Excellent","Excellent","High","Medium-Low",67.5
816,24,"Male","Urban","Low","Primary",NA,22.6,15.8,0.540226911078207,4.7,"Clubs","Yes","Both",55.8,80,79.9,59.2,"No","None","On-Campus","No",19,5.5,"High",15.6,"Sciences","2nd",6306.6,"Good","Poor","Moderate",NA,73.0333333333333
817,29,"Female","Urban","Middle","None",21693.9,81.8,14.2,0.655122496420518,5.8,"Sports","Yes","Both",68.6,67.2,82.7,75.7,"No","None","Off-Campus","No",36.3,8.9,"Moderate",11.7,"Arts","4th",8202.18,"Good","Excellent","Moderate","Medium-Low",75.2
818,24,"Female","Urban","Low","Secondary",37894.19,81.6,15.5,0.525012112921104,6.1,"Sports","No","Smartphone",49.6,101.8,73.7,43.7,"Yes","None","On-Campus","Yes",46.2,5,"High",11.5,"Sciences","4th",2385.43,"Fair","Poor","Moderate","High",73.0666666666667
819,28,"Female","Urban","Low","Secondary",3171.07,14.1,16.3,0.520089394296519,6.2,"Sports","Yes","None",86.2,63,51.5,91,"No","None","Off-Campus","No",14.8,6.7,"Moderate",12.2,"Education","1st",3219.68,"Good","Excellent","Moderate","Low",68.5
820,19,"Female","Urban","Middle","None",21985.53,35.6,21.7,0.898343153996393,7.5,"None","No","Both",89.5,70.8,25.7,57.7,"Yes","None","On-Campus","No",0.3,6.7,"Moderate",18.9,"Education","3rd",5038.56,"Excellent","Good","High","Medium-Low",51.4
821,18,"Female","Urban","Low","Tertiary",-13401.7,45.3,15.1,0.753191639087163,6,"None","Yes","Smartphone",60.7,72.9,32.7,39.2,"Yes","None","Off-Campus","No",40.9,5.3,"Moderate",15.5,"Engineering","4th",2471.09,"Good","Excellent","Moderate","Low",48.2666666666667
822,18,"Male","Urban","High","Tertiary",40992.39,65.1,11.7,0.637214116984978,3.7,"None","No","Both",65.2,37.7,43.9,56.9,"Yes","Partial","On-Campus","Yes",19.2,6.9,"Low",13.1,"Sciences","1st",1161.54,"Good","Poor","Moderate","High",46.1666666666667
823,29,"Female","Urban","Low","Primary",32873.92,99,17.6,0.634389688726515,10.1,"Clubs","Yes","Both",54,70.7,38.6,42.4,"No","Full","Off-Campus","Yes",15.7,4.7,"High",20.5,"Education","2nd",4668.89,"Good","Poor","Moderate","Medium-High",50.5666666666667
824,20,"Female","Urban","Middle","Secondary",85.1,60.6,21.1,0.809654941200279,7.6,"Both","Yes","Smartphone",91.9,55.8,54.1,95.2,"No","Partial","On-Campus","No",22.9,7.9,"Moderate",18.6,"Business","3rd",10075.06,"Good","Excellent","High","Low",68.3666666666667
825,29,"Female","Urban","Middle","Secondary",14004.91,82.4,8.2,0.958277909317985,6.6,"None","Yes","Smartphone",91.4,73.4,43.9,73,"Yes","None","On-Campus","No",35.1,7.3,"High",11.2,"Engineering","1st",1637.1,"Good","Poor","Low","Low",63.4333333333333
826,25,"Female","Urban","Middle","Tertiary",38779.95,54.3,24.6,0.869942950201221,4.4,"None","Yes","Laptop",59.9,51.1,77.5,50.3,"No","None","Off-Campus","Yes",-2.5,7.5,"High",14.3,"Business","4th",4501.15,"Excellent","Excellent","High","High",59.6333333333333
827,22,"Female","Rural","Middle","Secondary",6564.62,50.3,11.1,0.972904488211498,6.3,"None","Yes","Both",99.6,73.6,56.6,82.7,"No","None","On-Campus","Yes",34.5,6,"Moderate",16,"Education","3rd",-130.8,"Excellent","Excellent","Moderate","Low",70.9666666666667
828,25,"Female","Rural","Low","Secondary",27541.25,34.6,19,0.619640974327922,2.7,"None","No","None",90.2,61,71.4,77.6,"No","Partial","On-Campus","No",2.5,8.4,"Moderate",17.4,"Sciences","2nd",4152.27,"Excellent","Good","Moderate","Medium-High",70
829,30,"Female","Urban","Middle","Secondary",490.49,88.6,20.9,0.70948750898242,10.1,"None","Yes","None",93.7,41.1,62.7,42.1,"Yes","Partial","Off-Campus","No",29,5.9,"Moderate",13.1,"Business","4th",5136.63,"Excellent","Excellent","High","Low",48.6333333333333
830,22,"Male","Urban","Low","Primary",39151.95,95.4,22.2,0.576868694624864,10.1,"Sports","Yes","Laptop",57.9,55.9,65.8,71.9,"Yes","Partial","Off-Campus","No",20.2,7.5,"Low",7.3,"Engineering","4th",4002.92,"Good","Excellent","High","High",64.5333333333333
831,25,"Female","Rural","Low","Tertiary",32757.59,64.1,11.7,0.845507254824042,4.8,"Sports","Yes","Smartphone",73.5,32.7,95.5,67.6,"No","None","Off-Campus","Yes",30.9,5.8,"High",16.4,"Engineering","4th",5409.47,"Excellent","Average","Moderate","Medium-High",65.2666666666667
832,18,"Other","Rural","Middle","Primary",25441.25,0.5,5.1,0.752813935163431,7.4,"Both","Yes","Laptop",84.7,71.3,59.8,96.5,"No","None","Off-Campus","No",34,5.4,"High",15.4,"Sciences","3rd",3067.83,"Excellent","Poor","Low","Medium-High",75.8666666666667
833,26,"Male","Urban","Low","Primary",31211.97,81.7,20.7,0.704760140622966,5.6,"None","No","Laptop",69.6,45.7,84.4,62,"Yes","None","Off-Campus","No",36.2,6.3,"High",13.8,"Arts","2nd",5532.05,"Good","Poor","High","Medium-High",64.0333333333333
834,30,"Male","Rural","Low","Primary",18546.82,53.8,16.1,0.968612596858293,1.4,"Sports","Yes","None",52.9,85,14.7,35.1,"Yes","None","On-Campus","No",45.3,7.7,"High",14.7,"Arts","1st",4041.27,"Excellent","Average","Moderate","Medium-Low",44.9333333333333
835,17,"Female","Rural","Middle","Tertiary",9033.73,35.6,16.1,0.776913305162452,4.9,"Both","Yes","Laptop",60.7,53.5,60.8,42.5,"Yes","None","On-Campus","No",28.5,4.7,"Low",13.6,"Engineering","1st",3642.23,"Excellent","Average","Moderate","Low",52.2666666666667
836,28,"Male","Rural","Low","Primary",19913.89,39.2,19.3,0.698966352036223,6,"Sports","Yes","Smartphone",52.2,72.1,66.8,61.2,"Yes","None","On-Campus","Yes",30.3,6,"Moderate",19,"Arts","3rd",416.26,"Good","Excellent","Moderate","Medium-Low",66.7
837,19,"Male","Urban","High","Primary",41209.74,99.6,13.4,0.873462051269598,7.8,"Clubs","Yes","Laptop",62.1,58.1,52.5,73.6,"No","Full","On-Campus","No",14.9,5.8,"High",15.9,"Education","4th",1702.7,"Excellent","Poor","Moderate","High",61.4
838,19,"Male","Urban","Middle","Primary",42953.07,4.3,13.9,0.835911916336045,8.1,"None","Yes","Smartphone",82.6,42,40.6,42.1,"Yes","Partial","Off-Campus","No",36.8,7.4,"Moderate",15.6,"Arts","2nd",2249.13,"Fair","Poor","Moderate","High",41.5666666666667
839,20,"Female","Rural","Low","Secondary",48905.64,87.7,14.4,NA,4.1,"Clubs","Yes","Both",44.9,50,66.1,79.6,"No","Partial","Off-Campus","No",21.7,8.2,"Moderate",13,"Arts","3rd",2712.16,"Good",NA,"Moderate","High",65.2333333333333
840,18,"Other","Rural","Middle","Tertiary",32246.31,90.8,21.2,0.625435952097178,5.7,"None","Yes","None",71.9,45.2,80.6,74.3,"Yes","None","Off-Campus","No",40,8.9,"Low",21.2,"Education","2nd",2371.4,"Fair","Excellent","High","Medium-High",66.7
841,21,"Male","Urban","Low","Primary",31995.57,88.2,23.4,0.56271532305982,3.2,"None","Yes","Smartphone",51.2,66,57.9,51.8,"No","Full","Off-Campus","No",47.5,10.1,"Moderate",14.5,"Arts","4th",5566.42,"Fair","Excellent","High","Medium-High",58.5666666666667
842,26,"Male","Urban","Middle","Primary",20597.24,51.3,3,0.948532299604267,-3.5,"Sports","Yes","Smartphone",78.3,49.4,70.6,61.8,"Yes","None","Off-Campus","Yes",33.3,5.8,"High",21.9,"Business","1st",5383.69,"Fair","Poor","Low","Medium-Low",60.6
843,20,"Male","Urban","Middle","Tertiary",33995.05,97.5,19.4,0.77316792041529,3.6,"Clubs","Yes","None",61.9,72.5,64.5,80.9,"Yes","None","Off-Campus","No",35.5,7.6,"Moderate",12.5,"Education","3rd",3151.34,"Good","Excellent","Moderate","Medium-High",72.6333333333333
844,28,"Male","Urban","High","Secondary",19308.33,52.8,20.7,0.704518581158482,-0.2,"Clubs","Yes","Laptop",43.7,80,73.1,73.7,"Yes","Partial","On-Campus","Yes",11,6.4,"High",13,"Education","3rd",5829.01,"Good","Excellent","High","Medium-Low",75.6
845,24,"Male","Urban","Middle","None",21948.19,80,20.4,0.890608704532497,4.7,"Sports","Yes","None",69.4,67.2,47.9,52.5,"Yes","Partial","On-Campus","Yes",40.4,7.3,"Low",16.4,"Arts","4th",2580.28,"Fair","Good","High","Medium-Low",55.8666666666667
846,21,"Male","Rural","Middle","Primary",13121.34,69.3,18.2,0.767355608986691,6.2,"None","Yes","Smartphone",84.9,66.9,89.1,40.6,"No","None","On-Campus","Yes",19.5,7.5,"High",14,"Education","4th",647.06,"Excellent","Good","Moderate","Low",65.5333333333333
847,22,"Female","Rural","Low","None",31275.48,18.2,14.5,0.650305406423286,4.5,"None","Yes","None",89.7,44.1,83.7,49,"No","None","On-Campus","No",48.4,6.5,"High",17.5,"Sciences","3rd",4023.34,"Fair","Poor","Moderate","Medium-High",58.9333333333333
848,25,"Female","Rural","Low","Tertiary",21021.4,32.8,17.1,0.945975454407744,4.9,"Both","Yes","None",53.1,49.8,64,80.2,"No","None","On-Campus","Yes",23.1,7,"High",11.5,"Engineering","3rd",567.73,"Good","Good","Moderate","Medium-Low",64.6666666666667
849,28,"Female","Urban","Middle","Secondary",7223.94,53.2,23.9,0.786651847185567,3.7,"Both","Yes","Both",91.5,44.9,64.3,32.9,"Yes","Partial","Off-Campus","No",25.2,7.4,"Low",16,"Sciences","1st",2658.86,"Excellent","Excellent","High","Low",47.3666666666667
850,22,"Female","Urban","Low","Secondary",26206.47,34.7,9.3,0.981583698303439,8.7,"Both","Yes","Laptop",72.3,73.7,39,64.1,"Yes","Full","On-Campus","No",17.1,4.3,"Moderate",12.3,"Business","2nd",4755.73,"Excellent","Good","Low","Medium-High",58.9333333333333
851,24,"Female","Urban","Low","None",16877.21,39.2,20.3,0.524481661850587,3.8,"Both","Yes","Smartphone",41,78.8,71.2,49,"No","Full","On-Campus","No",19.5,6.2,"Moderate",18.7,"Arts","1st",3221.88,"Good","Excellent","High","Medium-Low",66.3333333333333
852,26,"Female","Urban","Low","Secondary",29443.25,98.4,4.1,0.506669936119579,5.6,"None","Yes","Laptop",95.2,41.1,64.3,45.9,"Yes","None","Off-Campus","No",35.4,6.5,"Low",17.9,"Arts","4th",3387.15,"Good","Poor","Low","Medium-High",50.4333333333333
853,20,"Other","Rural","Middle","Primary",47982.45,27.2,17.8,0.977709300001152,1.1,"Sports","Yes","Laptop",93.2,38.6,92.3,68.5,"No","Partial","On-Campus","No",50.2,7.3,"High",15.1,"Sciences","1st",2898.65,"Good","Excellent","Moderate","High",66.4666666666667
854,22,"Male","Urban","Middle","Primary",22543.83,81.9,20.8,0.570071354275569,5.5,"Sports","No","Both",75.3,99.7,69.9,64.2,"No","None","On-Campus","No",21.6,5.1,"Moderate",14.5,"Arts","4th",2739.38,"Excellent","Good","High","Medium-Low",77.9333333333333
855,25,"Male","Rural","Middle","Primary",4082.97,37.7,18.1,0.647503249580041,4.1,"None","Yes","Smartphone",55.6,41,69.2,49.5,"No","None","On-Campus","No",41.4,4.9,"High",16.1,"Education","1st",2958.01,"Fair","Poor","Moderate","Low",53.2333333333333
856,24,"Male","Urban","Middle","Secondary",40294.64,96.2,24.4,0.642425910802558,4,"Clubs","No","Laptop",88.4,57.5,50,89.2,"Yes","Full","Off-Campus","Yes",23.2,6.2,"Moderate",15.1,"Arts","4th",4451.56,"Excellent","Excellent","High","High",65.5666666666667
857,27,"Male","Rural","Low","Secondary",54566.19,76,8.7,0.995518058305606,10.8,"Both","No","Laptop",85.6,86.6,69.1,57.8,"No","None","On-Campus","No",17.9,8.5,"Moderate",14.5,"Education","2nd",5974.94,"Good","Good","Low","High",71.1666666666667
858,19,"Male","Urban","Middle","Secondary",28914.73,14.9,9.7,0.993099577492103,2.8,"Both","Yes","Both",89.8,37.1,54.8,66.4,"No","Partial","On-Campus","No",58.3,6.9,"Moderate",13.5,"Education","3rd",4878.91,"Fair","Good","Low","Medium-High",52.7666666666667
859,19,"Male","Rural","Low","Secondary",17083.22,98.8,12.5,0.848587295855395,6.8,"Both","Yes","Smartphone",48.1,83.4,74.4,63.4,"Yes","None","On-Campus","No",10.5,6.2,"Moderate",11.4,"Arts","3rd",3544.09,"Good","Excellent","Moderate","Medium-Low",73.7333333333333
860,25,"Male","Rural","Low","Secondary",19435.3,41.1,20.8,0.668189785210416,3,"Clubs","Yes","Smartphone",41,59.3,38.4,65.3,"No","None","On-Campus","No",42.8,7.4,"Moderate",19.4,"Education","4th",4467.1,"Fair","Good","High","Medium-Low",54.3333333333333
861,26,"Female","Urban","Low","Tertiary",27010.93,74.8,20.3,0.937536626821384,6,"Sports","Yes","None",99.8,41,76.9,70.7,"Yes","Full","Off-Campus","No",19.6,8.2,"High",15.5,"Sciences","4th",3605.34,"Fair","Good","High","Medium-High",62.8666666666667
862,24,"Male","Urban","Middle","Primary",18261.79,83.7,15.6,NA,6.1,"Clubs","Yes","Both",67.9,32.2,57.2,78,"No","None","Off-Campus","No",29.5,6.5,"Moderate",16,"Sciences","4th",3078.5,"Excellent",NA,"Moderate","Medium-Low",55.8
863,29,"Male","Rural","Low","Primary",4431.28,66.5,22.5,0.795987423043698,5.7,"Clubs","Yes","Laptop",77.6,36.1,48.8,71.3,"No","Full","Off-Campus","No",22.7,4.5,"Low",11.3,"Business","3rd",3115.36,"Excellent","Excellent","High","Low",52.0666666666667
864,18,"Female","Urban","Middle","Primary",21522.06,19.4,13.1,0.899173464858904,7.6,"Both","Yes","Laptop",49.1,45.3,90.9,61.1,"Yes","Partial","Off-Campus","No",13.8,7.5,"High",14.9,"Engineering","2nd",4876.89,"Fair","Poor","Moderate","Medium-Low",65.7666666666667
865,28,"Female","Rural","Low","Secondary",19667.36,74.1,12.3,0.53474579716567,8.8,"Sports","Yes","Smartphone",70.9,49.1,49.4,58.9,"Yes","None","Off-Campus","No",25.8,9.3,"Moderate",13.9,"Sciences","2nd",1675.93,"Good","Average","Moderate","Medium-Low",52.4666666666667
866,20,"Male","Urban","Middle","Primary",32052.99,41,23.9,0.617527691181749,7.6,"Sports","No","Laptop",46.1,68.8,65.4,56.1,"No","Full","On-Campus","No",4.5,7.1,"High",19,"Education","2nd",1838.88,"Good","Average","High","Medium-High",63.4333333333333
867,29,"Female","Rural","Low","Primary",17702.77,37.7,12.8,0.789098611567169,7,"None","Yes","Smartphone",79.4,47.6,56.4,57.8,"Yes","Partial","On-Campus","Yes",26.6,8.4,"Low",15.8,"Arts","2nd",3157.43,"Good","Average","Moderate","Medium-Low",53.9333333333333
868,17,"Male","Urban","Middle","Primary",-16452.67,71.3,7.4,0.896231474238448,4.3,"None","No","Both",80.4,45.7,42.9,69.1,"No","None","On-Campus","No",-1.6,9,"Low",18.4,"Business","1st",4532.27,"Excellent","Average","Low","Low",52.5666666666667
869,28,"Male","Urban","Low","None",6724.34,68.3,19.8,0.989290757337585,0.4,"Both","Yes","Smartphone",61,44.4,63.6,36.2,"Yes","None","On-Campus","No",22.3,5,"Moderate",15.7,"Education","3rd",2547.2,"Fair","Excellent","Moderate","Low",48.0666666666667
870,18,"Female","Urban","Middle","Primary",15692.98,88.5,19,0.878916531801224,3.7,"Clubs","Yes","Both",43,71.5,46.6,58.6,"No","Partial","On-Campus","Yes",36.3,6.6,"High",17.8,"Engineering","4th",3145.57,"Fair","Excellent","Moderate","Medium-Low",58.9
871,26,"Female","Urban","Low","Primary",26077.39,15.7,12.8,0.677264064899646,2.2,"Sports","Yes","None",41.9,45.4,48.5,67.5,"No","None","On-Campus","Yes",40.4,7.9,"Low",18.5,"Arts","3rd",2214.84,"Good","Average","Moderate","Medium-High",53.8
872,19,"Male","Urban","Low","Tertiary",7811.75,22.6,21.7,0.88939470378682,9.2,"Clubs","Yes","None",61.4,54.8,106.4,53.9,"Yes","None","On-Campus","Yes",27.7,5.1,"Low",10.4,"Business","3rd",2414.15,"Fair","Excellent","High","Low",71.7
873,23,"Male","Urban","Middle","Secondary",11838.98,27.9,22.6,0.719478262006305,10.8,"Clubs","Yes","None",49.6,45.3,49.5,75.5,"No","None","Off-Campus","No",41.3,5.1,"High",17.2,"Education","3rd",2216.58,"Fair","Average","High","Low",56.7666666666667
874,18,"Male","Rural","High","Secondary",55548.2,22.2,17.8,0.73439030139707,2.2,"Sports","Yes","Smartphone",84.2,60.5,66.3,66.8,"No","None","On-Campus","Yes",47.1,8.1,"Moderate",13.2,"Arts","4th",3750.91,"Good","Excellent","Moderate","High",64.5333333333333
875,24,"Male","Rural","Low","Primary",33327.3,8,14.4,0.571344992378727,1.2,"Both","Yes","Both",57.9,64.6,51.5,19.5,"No","Partial","On-Campus","No",29.7,3.4,"Low",17.3,"Education","2nd",3405.9,"Good","Average","Moderate","Medium-High",45.2
876,21,"Male","Urban","Middle","Secondary",NA,20.3,12.2,0.582837056135759,3.4,"None","Yes","None",94.7,50.9,56.8,93,"No","None","On-Campus","No",45.2,7.5,"Low",14,"Engineering","2nd",4447.17,"Fair","Good","Moderate",NA,66.9
877,24,"Female","Urban","Low","Primary",23577.64,50.3,25.4,0.702084936085157,1.7,"Both","Yes","Smartphone",77.6,75.8,75.1,62.2,"Yes","None","On-Campus","Yes",30.3,6.4,"Low",20.4,"Education","1st",-228.69,"Excellent","Excellent","High","Medium-Low",71.0333333333333
878,27,"Male","Urban","Middle","Tertiary",20249.8,22.7,3.6,0.77028669801075,4.4,"Clubs","Yes","None",89.1,51.5,62.7,64.2,"Yes","None","On-Campus","Yes",6.8,8.6,"Low",16.6,"Education","3rd",4459.24,"Good","Poor","Low","Medium-Low",59.4666666666667
879,23,"Male","Urban","Middle","Primary",36441.13,29.4,24.4,0.782357749179937,5.3,"None","Yes","Laptop",80.3,61.2,80.4,89.8,"No","None","Off-Campus","Yes",21.3,7.9,"Moderate",17.9,"Engineering","4th",1594.36,"Excellent","Excellent","High","High",77.1333333333333
880,23,"Male","Rural","Low","Secondary",23862.65,88.4,14.7,0.934842066257261,0.4,"Sports","Yes","Smartphone",66.9,42.6,77.7,49.5,"Yes","Partial","On-Campus","Yes",15.2,7.4,"High",17.7,"Arts","3rd",3085.82,"Fair","Average","Moderate","Medium-Low",56.6
881,30,"Male","Urban","Low","Secondary",NA,39,13.1,0.534310375689529,3.2,"None","Yes","Laptop",71.6,69.6,56.4,44.2,"Yes","Partial","Off-Campus","No",24.8,5.6,"Low",16.4,"Engineering","2nd",2006.55,"Excellent","Good","Moderate",NA,56.7333333333333
882,24,"Male","Urban","Low","None",28884.7,84.4,13.9,NA,5.7,"Clubs","Yes","Laptop",89.7,49.1,43,60.3,"Yes","None","Off-Campus","Yes",8.1,6.5,"Moderate",13.4,"Business","1st",3069.09,"Good",NA,"Moderate","Medium-High",50.8
883,26,"Female","Urban","Low","Tertiary",5024.21,58.1,16.1,0.840632703970186,-1.1,"Sports","No","Both",51.5,67.6,62.5,67.9,"No","None","On-Campus","No",34.1,8.3,"Low",14.4,"Sciences","2nd",2487.75,"Good","Good","Moderate","Low",66
884,22,"Male","Urban","Low","Primary",-818.24,13.2,10.3,0.553745940560475,12.3,"Clubs","Yes","Laptop",86.6,52.6,65.7,51.2,"Yes","Partial","Off-Campus","No",38.2,9.2,"Moderate",17.2,"Business","2nd",1656.77,"Excellent","Average","Moderate","Low",56.5
885,26,"Male","Rural","Middle","Secondary",16041,90.7,15,NA,4.3,"Sports","No","Laptop",48.7,67.7,45.9,71.1,"Yes","None","Off-Campus","No",32.7,7.2,"High",12.1,"Business","4th",2290.38,"Fair",NA,"Moderate","Medium-Low",61.5666666666667
